"PROJETO";"Fase";"Região";"UF";"Município";"Escopo_RE";"Escopo_RI";"Escopo_GS";"Energia compart";"Escola Conectada"
"27033066";"4.1";"Nordeste II";"AL";"Passo de Camaragibe";"Sim";"Sim";"Não";;"Não"
"27033082";"4.1";"Nordeste II";"AL";"Passo de Camaragibe";"Sim";"Sim";"Não";;"Não"
"27044076";"4.1";"Nordeste II";"AL";"Jequiá da Praia";"Sim";"Sim";"Não";;"Não"
"27033414";"4.1";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";;"Não"
"27028852";"4.1";"Nordeste II";"AL";"Joaquim Gomes";"Sim";"Sim";"Não";;"Não"
"27033511";"4.1";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";;"Não"
"27033546";"4.1";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";;"Não"
"27033589";"4.1";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";;"Não"
"27029018";"4.1";"Nordeste II";"AL";"Joaquim Gomes";"Sim";"Sim";"Não";;"Não"
"27049493";"4.1";"Nordeste II";"AL";"Joaquim Gomes";"Sim";"Sim";"Não";;"Não"
"27033848";"4.1";"Nordeste II";"AL";"São Miguel dos Milagres";"Sim";"Sim";"Não";;"Não"
"27033856";"4.1";"Nordeste II";"AL";"São Miguel dos Milagres";"Sim";"Sim";"Não";;"Não"
"27033902";"4.1";"Nordeste II";"AL";"São Miguel dos Milagres";"Sim";"Sim";"Não";;"Não"
"27033970";"4.1";"Nordeste II";"AL";"Barra de Santo Antônio";"Sim";"Sim";"Não";;"Não"
"27034054";"4.1";"Nordeste II";"AL";"Barra de Santo Antônio";"Sim";"Sim";"Não";;"Não"
"27036235";"4.1";"Nordeste II";"AL";"Maceió";"Sim";"Sim";"Não";;"Não"
"27049507";"4.1";"Nordeste II";"AL";"Joaquim Gomes";"Sim";"Sim";"Não";;"Não"
"27216837";"4.1";"Nordeste II";"AL";"Joaquim Gomes";"Sim";"Sim";"Não";;"Não"
"27039285";"4.1";"Nordeste II";"AL";"Marechal Deodoro";"Sim";"Sim";"Não";;"Não"
"27040313";"4.1";"Nordeste II";"AL";"Rio Largo";"Sim";"Sim";"Não";;"Não"
"27041816";"4.1";"Nordeste II";"AL";"Boca da Mata";"Sim";"Sim";"Não";;"Não"
"27042588";"4.1";"Nordeste II";"AL";"Jequiá da Praia";"Sim";"Sim";"Não";;"Não"
"27042618";"4.1";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";;"Não"
"27042626";"4.1";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";;"Não"
"27216870";"4.1";"Nordeste II";"AL";"Joaquim Gomes";"Sim";"Sim";"Não";;"Não"
"27042758";"4.1";"Nordeste II";"AL";"Jequiá da Praia";"Sim";"Sim";"Não";;"Não"
"27042774";"4.1";"Nordeste II";"AL";"Jequiá da Praia";"Sim";"Sim";"Não";;"Não"
"27042901";"4.1";"Nordeste II";"AL";"Jequiá da Praia";"Sim";"Sim";"Não";;"Não"
"27043029";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27043061";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27043134";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27043177";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27043223";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27043312";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27043347";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27043355";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27043371";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27043495";"4.1";"Nordeste II";"AL";"Roteiro";"Sim";"Sim";"Não";;"Não"
"27043649";"4.1";"Nordeste II";"AL";"Jequiá da Praia";"Sim";"Sim";"Não";;"Não"
"27252000";"4.1";"Nordeste II";"AL";"Joaquim Gomes";"Sim";"Sim";"Não";;"Não"
"27029212";"4.1";"Nordeste II";"AL";"Jundiá";"Sim";"Sim";"Não";;"Não"
"27044106";"4.1";"Nordeste II";"AL";"Jequiá da Praia";"Sim";"Sim";"Não";;"Não"
"27044130";"4.1";"Nordeste II";"AL";"Jequiá da Praia";"Sim";"Sim";"Não";;"Não"
"27044149";"4.1";"Nordeste II";"AL";"Jequiá da Praia";"Sim";"Sim";"Não";;"Não"
"27044335";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Sim"
"27044343";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Sim"
"27044386";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Sim"
"27044505";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Sim"
"27044530";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Sim"
"27044556";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Não"
"27044599";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Não"
"27044629";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Sim"
"27044670";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Sim"
"27044904";"4.1";"Nordeste II";"AL";"Igreja Nova";"Sim";"Sim";"Não";;"Não"
"27045056";"4.1";"Nordeste II";"AL";"Igreja Nova";"Sim";"Sim";"Não";;"Não"
"27045102";"4.1";"Nordeste II";"AL";"Igreja Nova";"Sim";"Sim";"Não";;"Não"
"27045374";"4.1";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";;"Não"
"27045463";"4.1";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";;"Não"
"27045480";"4.1";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";;"Não"
"27045749";"4.1";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";;"Não"
"27045846";"4.1";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";;"Não"
"27045870";"4.1";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";;"Não"
"27049663";"4.1";"Nordeste II";"AL";"Jundiá";"Sim";"Sim";"Não";;"Não"
"27045935";"4.1";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";;"Não"
"27045943";"4.1";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";;"Não"
"27046001";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Não"
"27046010";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Não"
"27046028";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Não"
"27046036";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Não"
"27046052";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Não"
"27046079";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Não"
"27046117";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Não"
"27046222";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Não"
"27046249";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Sim"
"27046257";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Não"
"27046273";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Sim"
"27046290";"4.1";"Nordeste II";"AL";"Porto Real do Colégio";"Sim";"Sim";"Não";;"Não"
"27047938";"4.1";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";;"Não"
"27047954";"4.1";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";;"Não"
"27048292";"4.1";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";;"Não"
"27036359";"4.1";"Nordeste II";"AL";"Maceió";"Sim";"Sim";"Não";;"Não"
"27037525";"4.1";"Nordeste II";"AL";"Maceió";"Sim";"Sim";"Não";;"Não"
"27054802";"4.1";"Nordeste II";"AL";"Maceió";"Sim";"Sim";"Não";;"Não"
"27054829";"4.1";"Nordeste II";"AL";"Maceió";"Sim";"Sim";"Não";;"Não"
"27216489";"4.1";"Nordeste II";"AL";"Maceió";"Sim";"Sim";"Não";;"Não"
"27049655";"4.1";"Nordeste II";"AL";"Jundiá";"Sim";"Sim";"Não";;"Não"
"27029476";"4.1";"Nordeste II";"AL";"Matriz de Camaragibe";"Sim";"Sim";"Não";;"Não"
"27051790";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27051820";"4.1";"Nordeste II";"AL";"Messias";"Sim";"Sim";"Não";;"Não"
"27224368";"4.1";"Nordeste II";"AL";"Matriz de Camaragibe";"Sim";"Sim";"Não";;"Não"
"27053687";"4.1";"Nordeste II";"AL";"Messias";"Sim";"Sim";"Não";;"Não"
"27055167";"4.1";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";;"Não"
"27045919";"4.1";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";;"Não"
"27053768";"4.1";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";;"Não"
"27053784";"4.1";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";;"Sim"
"27054772";"4.1";"Nordeste II";"AL";"Pilar";"Sim";"Sim";"Não";;"Sim"
"27054420";"4.1";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";;"Sim"
"27054489";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27023028";"4.1";"Nordeste II";"AL";"Pindoba";"Sim";"Sim";"Não";;"Não"
"27054780";"4.1";"Nordeste II";"AL";"Pilar";"Sim";"Sim";"Não";;"Sim"
"27230708";"4.1";"Nordeste II";"AL";"Pindoba";"Sim";"Sim";"Não";;"Não"
"27033406";"4.1";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";;"Não"
"27054853";"4.1";"Nordeste II";"AL";"São Miguel dos Campos";"Sim";"Sim";"Não";;"Não"
"27033481";"4.1";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";;"Não"
"27033627";"4.1";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";;"Não"
"27054977";"4.1";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";;"Sim"
"27054985";"4.1";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";;"Não"
"27054993";"4.1";"Nordeste II";"AL";"Marechal Deodoro";"Sim";"Sim";"Não";;"Não"
"27055000";"4.1";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";;"Não"
"27055027";"4.1";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";;"Sim"
"27055035";"4.1";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";;"Sim"
"27340023";"4.1";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";;"Não"
"27053350";"4.1";"Nordeste II";"AL";"Rio Largo";"Sim";"Sim";"Não";;"Não"
"27055108";"4.1";"Nordeste II";"AL";"União dos Palmares";"Sim";"Sim";"Não";;"Não"
"27055116";"4.1";"Nordeste II";"AL";"União dos Palmares";"Sim";"Sim";"Não";;"Sim"
"27055159";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Sim"
"27048810";"4.1";"Nordeste II";"AL";"Roteiro";"Sim";"Sim";"Não";;"Não"
"27055175";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Sim"
"27055221";"4.1";"Nordeste II";"AL";"Santa Luzia do Norte";"Sim";"Sim";"Não";;"Não"
"27055205";"4.1";"Nordeste II";"AL";"Igreja Nova";"Sim";"Sim";"Não";;"Não"
"27023494";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Sim"
"27023532";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Sim"
"27213609";"4.1";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";;"Não"
"27213668";"4.1";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";;"Sim"
"27213706";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Não"
"27213722";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Sim"
"27214486";"4.1";"Nordeste II";"AL";"São Luís do Quitunde";"Sim";"Sim";"Não";;"Não"
"27215393";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27215440";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27215504";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27215610";"4.1";"Nordeste II";"AL";"Joaquim Gomes";"Sim";"Sim";"Não";;"Não"
"27215660";"4.1";"Nordeste II";"AL";"São Luís do Quitunde";"Sim";"Sim";"Não";;"Não"
"27215750";"4.1";"Nordeste II";"AL";"Penedo";"Sim";"Sim";"Não";;"Não"
"27054861";"4.1";"Nordeste II";"AL";"São Miguel dos Campos";"Sim";"Sim";"Não";;"Não"
"27216543";"4.1";"Nordeste II";"AL";"Chã Preta";"Sim";"Sim";"Não";;"Não"
"27216594";"4.1";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";;"Não"
"27033805";"4.1";"Nordeste II";"AL";"São Miguel dos Milagres";"Sim";"Sim";"Não";;"Não"
"27055310";"4.1";"Nordeste II";"AL";"Satuba";"Sim";"Sim";"Não";;"Sim"
"27217060";"4.1";"Nordeste II";"AL";"Junqueiro";"Sim";"Sim";"Não";;"Não"
"27217248";"4.1";"Nordeste II";"AL";"Porto de Pedras";"Sim";"Sim";"Não";;"Não"
"27217469";"4.1";"Nordeste II";"AL";"Satuba";"Sim";"Sim";"Não";;"Não"
"27218430";"4.1";"Nordeste II";"AL";"Japaratinga";"Sim";"Sim";"Não";;"Não"
"27219283";"4.1";"Nordeste II";"AL";"São José da Laje";"Sim";"Sim";"Não";;"Não"
"27219291";"4.1";"Nordeste II";"AL";"São José da Laje";"Sim";"Sim";"Não";;"Não"
"27219305";"4.1";"Nordeste II";"AL";"São José da Laje";"Sim";"Sim";"Não";;"Não"
"27219364";"4.1";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";;"Não"
"27219399";"4.1";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";;"Não"
"27219712";"4.1";"Nordeste II";"AL";"Branquinha";"Sim";"Sim";"Não";;"Sim"
"27052940";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Sim"
"27219984";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Não"
"27219992";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Não"
"27220370";"4.1";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";;"Não"
"27221113";"4.1";"Nordeste II";"AL";"Branquinha";"Sim";"Sim";"Não";;"Não"
"27221377";"4.1";"Nordeste II";"AL";"Satuba";"Sim";"Sim";"Não";;"Não"
"27221393";"4.1";"Nordeste II";"AL";"Barra de Santo Antônio";"Sim";"Sim";"Não";;"Sim"
"27221466";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Sim"
"27221601";"4.1";"Nordeste II";"AL";"Capela";"Sim";"Sim";"Não";;"Não"
"27221610";"4.1";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";;"Não"
"27221660";"4.1";"Nordeste II";"AL";"São Miguel dos Milagres";"Sim";"Sim";"Não";;"Não"
"27221679";"4.1";"Nordeste II";"AL";"São Miguel dos Milagres";"Sim";"Sim";"Não";;"Não"
"27221709";"4.1";"Nordeste II";"AL";"São Miguel dos Milagres";"Sim";"Sim";"Não";;"Não"
"27221725";"4.1";"Nordeste II";"AL";"Porto Calvo";"Sim";"Sim";"Não";;"Não"
"27221997";"4.1";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";;"Não"
"27222020";"4.1";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";;"Não"
"27222640";"4.1";"Nordeste II";"AL";"Pindoba";"Sim";"Sim";"Não";;"Não"
"27222772";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Não"
"27222985";"4.1";"Nordeste II";"AL";"Atalaia";"Sim";"Sim";"Não";;"Não"
"27223930";"4.1";"Nordeste II";"AL";"Piaçabuçu";"Sim";"Sim";"Não";;"Não"
"27224147";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Sim"
"27224201";"4.1";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";;"Sim"
"27224341";"4.1";"Nordeste II";"AL";"Joaquim Gomes";"Sim";"Sim";"Não";;"Não"
"27240207";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Sim"
"27224538";"4.1";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";;"Não"
"27224643";"4.1";"Nordeste II";"AL";"Maragogi";"Sim";"Sim";"Não";;"Não"
"27225208";"4.1";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";;"Sim"
"27225321";"4.1";"Nordeste II";"AL";"Japaratinga";"Sim";"Sim";"Não";;"Não"
"27225330";"4.1";"Nordeste II";"AL";"Japaratinga";"Sim";"Sim";"Não";;"Não"
"27225607";"4.1";"Nordeste II";"AL";"Maragogi";"Sim";"Sim";"Não";;"Não"
"27226247";"4.1";"Nordeste II";"AL";"Teotônio Vilela";"Sim";"Sim";"Não";;"Sim"
"27226573";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Não"
"27226727";"4.1";"Nordeste II";"AL";"São Luís do Quitunde";"Sim";"Sim";"Não";;"Não"
"27226778";"4.1";"Nordeste II";"AL";"Ibateguara";"Sim";"Sim";"Não";;"Não"
"27227065";"4.1";"Nordeste II";"AL";"Maragogi";"Sim";"Sim";"Não";;"Não"
"27230058";"4.1";"Nordeste II";"AL";"Barra de Santo Antônio";"Sim";"Sim";"Não";;"Não"
"27230520";"4.1";"Nordeste II";"AL";"Branquinha";"Sim";"Sim";"Não";;"Sim"
"27024130";"4.1";"Nordeste II";"AL";"União dos Palmares";"Sim";"Sim";"Não";;"Não"
"27024865";"4.1";"Nordeste II";"AL";"União dos Palmares";"Sim";"Sim";"Não";;"Não"
"27024970";"4.1";"Nordeste II";"AL";"União dos Palmares";"Sim";"Sim";"Não";;"Não"
"27025438";"4.1";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";;"Sim"
"27263002";"4.1";"Nordeste II";"AL";"Murici";"Sim";"Sim";"Não";;"Não"
"27264009";"4.1";"Nordeste II";"AL";"Santana do Mundaú";"Sim";"Sim";"Não";;"Não"
"27049426";"4.1";"Nordeste II";"AL";"Viçosa";"Sim";"Sim";"Não";;"Sim"
"13012584";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012592";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012649";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";;"Não"
"13012665";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012690";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012703";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012746";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012762";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";;"Não"
"13012789";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012797";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012800";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";;"Não"
"13012860";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012878";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012894";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";;"Não"
"13012924";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012940";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13012983";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";;"Não"
"13013025";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Não";;"Não"
"13013041";"4.1";"Norte";"AM";"Alvarães";"Sim";"Sim";"Sim";;"Não"
"13013149";"4.1";"Norte";"AM";"Tefé";"Sim";"Sim";"Não";;"Não"
"13013165";"4.1";"Norte";"AM";"Tefé";"Sim";"Sim";"Não";;"Não"
"13013181";"4.1";"Norte";"AM";"Tefé";"Sim";"Sim";"Não";;"Não"
"13013602";"4.1";"Norte";"AM";"Tefé";"Sim";"Sim";"Não";;"Não"
"13013947";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Não";;"Não"
"13014048";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Não";;"Não"
"13014153";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";;"Não"
"13014161";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Não";;"Não"
"13014170";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Não";;"Não"
"13014196";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Não";;"Não"
"13014218";"4.1";"Norte";"AM";"Uarini";"Sim";"Sim";"Sim";;"Não"
"13014269";"4.1";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";;"Não"
"13014447";"4.1";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";;"Não"
"13014480";"4.1";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";;"Não"
"13014498";"4.1";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";;"Não"
"13014528";"4.1";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";;"Não"
"13014587";"4.1";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";;"Não"
"13014820";"4.1";"Norte";"AM";"Anamã";"Sim";"Sim";"Não";;"Não"
"13014897";"4.1";"Norte";"AM";"Anori";"Sim";"Sim";"Sim";;"Não"
"13015184";"4.1";"Norte";"AM";"Anori";"Sim";"Sim";"Sim";;"Não"
"13015206";"4.1";"Norte";"AM";"Anori";"Sim";"Sim";"Não";;"Não"
"13015230";"4.1";"Norte";"AM";"Anori";"Sim";"Sim";"Sim";;"Não"
"13015311";"4.1";"Norte";"AM";"Anori";"Sim";"Sim";"Sim";;"Não"
"13015338";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015346";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015362";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015435";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015451";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015460";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015540";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015648";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015680";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015699";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015729";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015761";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015770";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015800";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015818";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015834";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015842";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015877";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015893";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015923";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015931";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Não";;"Não"
"13015974";"4.1";"Norte";"AM";"Beruri";"Sim";"Sim";"Sim";;"Não"
"13016075";"4.1";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";;"Não"
"13016156";"4.1";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";;"Não"
"13016164";"4.1";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";;"Não"
"13016180";"4.1";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";;"Não"
"13016199";"4.1";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";;"Não"
"13016296";"4.1";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Não";;"Não"
"13016342";"4.1";"Norte";"AM";"Caapiranga";"Sim";"Sim";"Sim";;"Não"
"13018329";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018345";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018353";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Sim";;"Não"
"13018469";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018477";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018507";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018523";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018540";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018558";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Sim";;"Não"
"13018574";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018698";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018760";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018795";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Sim";;"Não"
"13018876";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018892";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Não";;"Não"
"13018973";"4.1";"Norte";"AM";"Codajás";"Sim";"Sim";"Sim";;"Não"
"13019112";"4.1";"Norte";"AM";"Autazes";"Sim";"Sim";"Não";;"Não"
"13019368";"4.1";"Norte";"AM";"Autazes";"Sim";"Sim";"Não";;"Não"
