"PROJETO";"Fase";"Região";"UF";"Município";"Escopo_RE";"Escopo_RI";"Escopo_GS";"Energia compart"
"43100538";"B";"Sul";"RS";"Pelotas";"Sim";"Sim";"Não";
"43100600";"B";"Sul";"RS";"Pelotas";"Sim";"Sim";"Não";
"43100830";"B";"Sul";"RS";"Pelotas";"Sim";"Sim";"Não";
"43100988";"B";"Sul";"RS";"Pelotas";"Sim";"Sim";"Não";
"43101615";"B";"Sul";"RS";"Pelotas";"Sim";"Sim";"Não";
"43101925";"B";"Sul";"RS";"Pelotas";"Sim";"Sim";"Não";
"43102298";"B";"Sul";"RS";"Pinheiro Machado";"Sim";"Sim";"Não";
"43102581";"B";"Sul";"RS";"Pinheiro Machado";"Sim";"Sim";"Não";
"43102590";"B";"Sul";"RS";"Pinheiro Machado";"Sim";"Sim";"Não";
"43103847";"B";"Sul";"RS";"Piratini";"Sim";"Sim";"Não";
"43104096";"B";"Sul";"RS";"Ametista do Sul";"Sim";"Sim";"Não";
"43104606";"B";"Sul";"RS";"Ametista do Sul";"Sim";"Sim";"Não";
"43104789";"B";"Sul";"RS";"Portão";"Sim";"Sim";"Não";
"43106242";"B";"Sul";"RS";"Porto Alegre";"Sim";"Sim";"Não";
"43107834";"B";"Sul";"RS";"Capão da Canoa";"Sim";"Sim";"Não";
"43109438";"B";"Sul";"RS";"Porto Vera Cruz";"Sim";"Sim";"Não";
"43109691";"B";"Sul";"RS";"Porto Lucena";"Sim";"Sim";"Não";
"43110053";"B";"Sul";"RS";"Porto Xavier";"Sim";"Sim";"Não";
"43110657";"B";"Sul";"RS";"Protásio Alves";"Sim";"Sim";"Não";
"43111335";"B";"Sul";"RS";"Quaraí";"Sim";"Sim";"Não";
"43111459";"B";"Sul";"RS";"Quaraí";"Sim";"Sim";"Não";
"43111629";"B";"Sul";"RS";"Quaraí";"Sim";"Sim";"Não";
"43111726";"B";"Sul";"RS";"Quinze de Novembro";"Sim";"Sim";"Não";
"43111785";"B";"Sul";"RS";"Quinze de Novembro";"Sim";"Sim";"Não";
"43111823";"B";"Sul";"RS";"Quinze de Novembro";"Sim";"Sim";"Não";
"43111912";"B";"Sul";"RS";"Redentora";"Sim";"Sim";"Não";
"43112099";"B";"Sul";"RS";"Redentora";"Sim";"Sim";"Não";
"43112374";"B";"Sul";"RS";"Coqueiro Baixo";"Sim";"Sim";"Não";
"43112412";"B";"Sul";"RS";"Restinga Sêca";"Sim";"Sim";"Não";
"43112692";"B";"Sul";"RS";"Restinga Sêca";"Sim";"Sim";"Não";
"43113974";"B";"Sul";"RS";"Rio Pardo";"Sim";"Sim";"Não";
"43114113";"B";"Sul";"RS";"Rio Pardo";"Sim";"Sim";"Não";
"43114130";"B";"Sul";"RS";"Rio Pardo";"Sim";"Sim";"Não";
"43114253";"B";"Sul";"RS";"Rio Pardo";"Sim";"Sim";"Não";
"43114270";"B";"Sul";"RS";"Passo do Sobrado";"Sim";"Sim";"Não";
"43114326";"B";"Sul";"RS";"Rio Pardo";"Sim";"Sim";"Não";
"43114369";"B";"Sul";"RS";"Passo do Sobrado";"Sim";"Sim";"Não";
"43114610";"B";"Sul";"RS";"Rio Pardo";"Sim";"Sim";"Não";
"43114628";"B";"Sul";"RS";"Rio Pardo";"Sim";"Sim";"Não";
"43114660";"B";"Sul";"RS";"Rio Pardo";"Sim";"Sim";"Não";
"43115047";"B";"Sul";"RS";"Riozinho";"Sim";"Sim";"Não";
"43115438";"B";"Sul";"RS";"Roca Sales";"Sim";"Sim";"Não";
"43115730";"B";"Sul";"RS";"Rodeio Bonito";"Sim";"Sim";"Não";
"43116701";"B";"Sul";"RS";"Pontão";"Sim";"Sim";"Não";
"43117368";"B";"Sul";"RS";"Roque Gonzales";"Sim";"Sim";"Não";
"43117384";"B";"Sul";"RS";"Roque Gonzales";"Sim";"Sim";"Não";
"43117406";"B";"Sul";"RS";"Roque Gonzales";"Sim";"Sim";"Não";
"43117503";"B";"Sul";"RS";"Roque Gonzales";"Sim";"Sim";"Não";
"43117597";"B";"Sul";"RS";"Roque Gonzales";"Sim";"Sim";"Não";
"43117660";"B";"Sul";"RS";"Rosário do Sul";"Sim";"Sim";"Não";
"43117821";"B";"Sul";"RS";"Rosário do Sul";"Sim";"Sim";"Não";
"43117961";"B";"Sul";"RS";"Rosário do Sul";"Sim";"Sim";"Não";
"43118380";"B";"Sul";"RS";"Rosário do Sul";"Sim";"Sim";"Não";
"43118658";"B";"Sul";"RS";"Jacuizinho";"Sim";"Sim";"Não";
"43118844";"B";"Sul";"RS";"São José do Sul";"Sim";"Sim";"Não";
"43120300";"B";"Sul";"RS";"Santa Cruz do Sul";"Sim";"Sim";"Não";
"43120784";"B";"Sul";"RS";"Herveiras";"Sim";"Sim";"Não";
"43122140";"B";"Sul";"RS";"São Martinho da Serra";"Sim";"Sim";"Não";
"43122680";"B";"Sul";"RS";"Dilermando de Aguiar";"Sim";"Sim";"Não";
"43122744";"B";"Sul";"RS";"São Martinho da Serra";"Sim";"Sim";"Não";
"43122973";"B";"Sul";"RS";"Santa Maria";"Sim";"Sim";"Não";
"43123082";"B";"Sul";"RS";"Santa Maria";"Sim";"Sim";"Não";
"43123120";"B";"Sul";"RS";"Santa Maria";"Sim";"Sim";"Não";
"43123198";"B";"Sul";"RS";"São Martinho da Serra";"Sim";"Sim";"Não";
"43124240";"B";"Sul";"RS";"Santa Maria do Herval";"Sim";"Sim";"Não";
"43124321";"B";"Sul";"RS";"Santa Maria do Herval";"Sim";"Sim";"Não";
"43124658";"B";"Sul";"RS";"Santana da Boa Vista";"Sim";"Sim";"Não";
"43124763";"B";"Sul";"RS";"Santana da Boa Vista";"Sim";"Sim";"Não";
"43124801";"B";"Sul";"RS";"Santana da Boa Vista";"Sim";"Sim";"Não";
"43126758";"B";"Sul";"RS";"Santa Vitória do Palmar";"Sim";"Sim";"Não";
"43127215";"B";"Sul";"RS";"Unistalda";"Sim";"Sim";"Não";
"43127746";"B";"Sul";"RS";"Unistalda";"Sim";"Sim";"Não";
"43127908";"B";"Sul";"RS";"Santiago";"Sim";"Sim";"Não";
"43127959";"B";"Sul";"RS";"Santiago";"Sim";"Sim";"Não";
"43128025";"B";"Sul";"RS";"Santiago";"Sim";"Sim";"Não";
"43128521";"B";"Sul";"RS";"Santo Ângelo";"Sim";"Sim";"Não";
"43128734";"B";"Sul";"RS";"Santo Ângelo";"Sim";"Sim";"Não";
"43128769";"B";"Sul";"RS";"Santo Ângelo";"Sim";"Sim";"Não";
"43128858";"B";"Sul";"RS";"Santo Ângelo";"Sim";"Sim";"Não";
"43129099";"B";"Sul";"RS";"Santo Ângelo";"Sim";"Sim";"Não";
"43129633";"B";"Sul";"RS";"Tabaí";"Sim";"Sim";"Não";
"43129730";"B";"Sul";"RS";"Viamão";"Sim";"Sim";"Não";
"43130330";"B";"Sul";"RS";"Santo Antônio da Patrulha";"Sim";"Sim";"Não";
"43130445";"B";"Sul";"RS";"Santo Antônio da Patrulha";"Sim";"Sim";"Não";
"43130461";"B";"Sul";"RS";"Santo Antônio da Patrulha";"Sim";"Sim";"Não";
"43131026";"B";"Sul";"RS";"Santo Antônio das Missões";"Sim";"Sim";"Não";
"43131042";"B";"Sul";"RS";"Santo Antônio das Missões";"Sim";"Sim";"Não";
"43131140";"B";"Sul";"RS";"Santo Antônio das Missões";"Sim";"Sim";"Não";
"43131271";"B";"Sul";"RS";"Santo Antônio das Missões";"Sim";"Sim";"Não";
"43131573";"B";"Sul";"RS";"São Valério do Sul";"Sim";"Sim";"Não";
"43131697";"B";"Sul";"RS";"Santo Augusto";"Sim";"Sim";"Não";
"43131743";"B";"Sul";"RS";"Santo Augusto";"Sim";"Sim";"Não";
"43131972";"B";"Sul";"RS";"Santo Cristo";"Sim";"Sim";"Não";
"43132308";"B";"Sul";"RS";"São Borja";"Sim";"Sim";"Não";
"43132510";"B";"Sul";"RS";"São Borja";"Sim";"Sim";"Não";
"43132529";"B";"Sul";"RS";"São Borja";"Sim";"Sim";"Não";
"43132537";"B";"Sul";"RS";"São Borja";"Sim";"Sim";"Não";
"43132570";"B";"Sul";"RS";"São Borja";"Sim";"Sim";"Não";
"43132588";"B";"Sul";"RS";"São Borja";"Sim";"Sim";"Não";
"43132910";"B";"Sul";"RS";"São Borja";"Sim";"Sim";"Não";
"43133029";"B";"Sul";"RS";"São Borja";"Sim";"Sim";"Não";
"43134017";"B";"Sul";"RS";"São Francisco de Assis";"Sim";"Sim";"Não";
"43134025";"B";"Sul";"RS";"São Francisco de Assis";"Sim";"Sim";"Não";
"43134050";"B";"Sul";"RS";"São Francisco de Assis";"Sim";"Sim";"Não";
"43134084";"B";"Sul";"RS";"São Francisco de Assis";"Sim";"Sim";"Não";
"43134556";"B";"Sul";"RS";"São Francisco de Paula";"Sim";"Sim";"Não";
"43135099";"B";"Sul";"RS";"São Francisco de Paula";"Sim";"Sim";"Não";
"43135560";"B";"Sul";"RS";"São Gabriel";"Sim";"Sim";"Não";
"43135650";"B";"Sul";"RS";"São Gabriel";"Sim";"Sim";"Não";
"43135846";"B";"Sul";"RS";"Santa Margarida do Sul";"Sim";"Sim";"Não";
"43135960";"B";"Sul";"RS";"São Gabriel";"Sim";"Sim";"Não";
"43135986";"B";"Sul";"RS";"São Gabriel";"Sim";"Sim";"Não";
"43136036";"B";"Sul";"RS";"Santa Margarida do Sul";"Sim";"Sim";"Não";
"43136052";"B";"Sul";"RS";"São Gabriel";"Sim";"Sim";"Não";
"43136290";"B";"Sul";"RS";"São Gabriel";"Sim";"Sim";"Não";
"43136320";"B";"Sul";"RS";"São Gabriel";"Sim";"Sim";"Não";
"43136524";"B";"Sul";"RS";"São Jerônimo";"Sim";"Sim";"Não";
"43136630";"B";"Sul";"RS";"São Jerônimo";"Sim";"Sim";"Não";
"43136699";"B";"Sul";"RS";"São Jerônimo";"Sim";"Sim";"Não";
"43137008";"B";"Sul";"RS";"São Jerônimo";"Sim";"Sim";"Não";
"43137032";"B";"Sul";"RS";"São Jerônimo";"Sim";"Sim";"Não";
"43137113";"B";"Sul";"RS";"São Jerônimo";"Sim";"Sim";"Não";
"43137385";"B";"Sul";"RS";"São Jerônimo";"Sim";"Sim";"Não";
"43138390";"B";"Sul";"RS";"São José do Norte";"Sim";"Sim";"Não";
"43138411";"B";"Sul";"RS";"São José do Norte";"Sim";"Sim";"Não";
"43138888";"B";"Sul";"RS";"Santo Expedito do Sul";"Sim";"Sim";"Não";
"43142222";"B";"Sul";"RS";"São Miguel das Missões";"Sim";"Sim";"Não";
"43142389";"B";"Sul";"RS";"São Miguel das Missões";"Sim";"Sim";"Não";
"43142397";"B";"Sul";"RS";"São Miguel das Missões";"Sim";"Sim";"Não";
"43142443";"B";"Sul";"RS";"São Miguel das Missões";"Sim";"Sim";"Não";
"43143717";"B";"Sul";"RS";"Toropi";"Sim";"Sim";"Não";
"43144411";"B";"Sul";"RS";"São Sepé";"Sim";"Sim";"Não";
"43144934";"B";"Sul";"RS";"Vila Nova do Sul";"Sim";"Sim";"Não";
"43145221";"B";"Sul";"RS";"Benjamin Constant do Sul";"Sim";"Sim";"Não";
"43145256";"B";"Sul";"RS";"São Valentim";"Sim";"Sim";"Não";
"43145345";"B";"Sul";"RS";"São Vicente do Sul";"Sim";"Sim";"Não";
"43145833";"B";"Sul";"RS";"Sapiranga";"Sim";"Sim";"Não";
"43147054";"B";"Sul";"RS";"Sarandi";"Sim";"Sim";"Não";
"43147062";"B";"Sul";"RS";"Sarandi";"Sim";"Sim";"Não";
"43147089";"B";"Sul";"RS";"Nova Boa Vista";"Sim";"Sim";"Não";
"43147232";"B";"Sul";"RS";"Sarandi";"Sim";"Sim";"Não";
"43148034";"B";"Sul";"RS";"Segredo";"Sim";"Sim";"Não";
"43148166";"B";"Sul";"RS";"Segredo";"Sim";"Sim";"Não";
"43148212";"B";"Sul";"RS";"Segredo";"Sim";"Sim";"Não";
"43148263";"B";"Sul";"RS";"Segredo";"Sim";"Sim";"Não";
"43148336";"B";"Sul";"RS";"Selbach";"Sim";"Sim";"Não";
"43148425";"B";"Sul";"RS";"Serafina Corrêa";"Sim";"Sim";"Não";
"43148441";"B";"Sul";"RS";"Relvado";"Sim";"Sim";"Não";
"43148530";"B";"Sul";"RS";"Itati";"Sim";"Sim";"Não";
"43148700";"B";"Sul";"RS";"Serafina Corrêa";"Sim";"Sim";"Não";
"43149413";"B";"Sul";"RS";"Severiano de Almeida";"Sim";"Sim";"Não";
"43149529";"B";"Sul";"RS";"Silveira Martins";"Sim";"Sim";"Não";
"43149626";"B";"Sul";"RS";"Sobradinho";"Sim";"Sim";"Não";
"43149782";"B";"Sul";"RS";"Sobradinho";"Sim";"Sim";"Não";
"43149790";"B";"Sul";"RS";"Lagoa Bonita do Sul";"Sim";"Sim";"Não";
"43150101";"B";"Sul";"RS";"Passa Sete";"Sim";"Sim";"Não";
"43150292";"B";"Sul";"RS";"Mormaço";"Sim";"Sim";"Não";
"43150365";"B";"Sul";"RS";"Presidente Lucena";"Sim";"Sim";"Não";
"43150446";"B";"Sul";"RS";"Soledade";"Sim";"Sim";"Não";
"43150489";"B";"Sul";"RS";"Soledade";"Sim";"Sim";"Não";
"43150527";"B";"Sul";"RS";"Soledade";"Sim";"Sim";"Não";
"43150551";"B";"Sul";"RS";"Soledade";"Sim";"Sim";"Não";
"43150560";"B";"Sul";"RS";"Soledade";"Sim";"Sim";"Não";
"43150586";"B";"Sul";"RS";"Soledade";"Sim";"Sim";"Não";
"43150624";"B";"Sul";"RS";"Mormaço";"Sim";"Sim";"Não";
"43150667";"B";"Sul";"RS";"Mormaço";"Sim";"Sim";"Não";
"43151744";"B";"Sul";"RS";"Tapera";"Sim";"Sim";"Não";
"43152627";"B";"Sul";"RS";"Taquara";"Sim";"Sim";"Não";
"43152660";"B";"Sul";"RS";"Taquara";"Sim";"Sim";"Não";
"43152783";"B";"Sul";"RS";"Taquara";"Sim";"Sim";"Não";
"43153216";"B";"Sul";"RS";"Taquari";"Sim";"Sim";"Não";
"43153267";"B";"Sul";"RS";"Tabaí";"Sim";"Sim";"Não";
"43153410";"B";"Sul";"RS";"Tabaí";"Sim";"Sim";"Não";
"43153500";"B";"Sul";"RS";"Taquari";"Sim";"Sim";"Não";
"43153550";"B";"Sul";"RS";"Tabaí";"Sim";"Sim";"Não";
"43154530";"B";"Sul";"RS";"Tenente Portela";"Sim";"Sim";"Não";
"43154581";"B";"Sul";"RS";"Tenente Portela";"Sim";"Sim";"Não";
"43154638";"B";"Sul";"RS";"Barra do Guarita";"Sim";"Sim";"Não";
"43155227";"B";"Sul";"RS";"Westfália";"Sim";"Sim";"Não";
"43155634";"B";"Sul";"RS";"Morrinhos do Sul";"Sim";"Sim";"Não";
"43155642";"B";"Sul";"RS";"Três Forquilhas";"Sim";"Sim";"Não";
"43155766";"B";"Sul";"RS";"Três Forquilhas";"Sim";"Sim";"Não";
"43155863";"B";"Sul";"RS";"Maquiné";"Sim";"Sim";"Não";
"43155871";"B";"Sul";"RS";"Morrinhos do Sul";"Sim";"Sim";"Não";
"43156215";"B";"Sul";"RS";"Morrinhos do Sul";"Sim";"Sim";"Não";
"43156240";"B";"Sul";"RS";"Mampituba";"Sim";"Sim";"Não";
"43156258";"B";"Sul";"RS";"Mampituba";"Sim";"Sim";"Não";
"43157564";"B";"Sul";"RS";"São José do Inhacorá";"Sim";"Sim";"Não";
"43158080";"B";"Sul";"RS";"Tiradentes do Sul";"Sim";"Sim";"Não";
"43158099";"B";"Sul";"RS";"Tiradentes do Sul";"Sim";"Sim";"Não";
"43158340";"B";"Sul";"RS";"Três Passos";"Sim";"Sim";"Não";
"43158625";"B";"Sul";"RS";"Tiradentes do Sul";"Sim";"Sim";"Não";
"43158692";"B";"Sul";"RS";"Tiradentes do Sul";"Sim";"Sim";"Não";
"43158897";"B";"Sul";"RS";"Três Passos";"Sim";"Sim";"Não";
"43158951";"B";"Sul";"RS";"Três Passos";"Sim";"Sim";"Não";
"43158978";"B";"Sul";"RS";"Tiradentes do Sul";"Sim";"Sim";"Não";
"43158986";"B";"Sul";"RS";"Tiradentes do Sul";"Sim";"Sim";"Não";
"43159036";"B";"Sul";"RS";"Tiradentes do Sul";"Sim";"Sim";"Não";
"43159079";"B";"Sul";"RS";"Vila Maria";"Sim";"Sim";"Não";
"43159222";"B";"Sul";"RS";"Trindade do Sul";"Sim";"Sim";"Não";
"43159303";"B";"Sul";"RS";"Trindade do Sul";"Sim";"Sim";"Não";
"43160000";"B";"Sul";"RS";"Triunfo";"Sim";"Sim";"Não";
"43160786";"B";"Sul";"RS";"Tunas";"Sim";"Sim";"Não";
"43160816";"B";"Sul";"RS";"Tunas";"Sim";"Sim";"Não";
"43160832";"B";"Sul";"RS";"Tunas";"Sim";"Sim";"Não";
"43160875";"B";"Sul";"RS";"Tunas";"Sim";"Sim";"Não";
"43161065";"B";"Sul";"RS";"Jari";"Sim";"Sim";"Não";
"43161316";"B";"Sul";"RS";"Jari";"Sim";"Sim";"Não";
"43161456";"B";"Sul";"RS";"Tupanciretã";"Sim";"Sim";"Não";
"43161685";"B";"Sul";"RS";"Tupanciretã";"Sim";"Sim";"Não";
"43161855";"B";"Sul";"RS";"Porto Mauá";"Sim";"Sim";"Não";
"43162339";"B";"Sul";"RS";"Uruguaiana";"Sim";"Sim";"Não";
"43162355";"B";"Sul";"RS";"Uruguaiana";"Sim";"Sim";"Não";
"43162401";"B";"Sul";"RS";"Uruguaiana";"Sim";"Sim";"Não";
"43162584";"B";"Sul";"RS";"Uruguaiana";"Sim";"Sim";"Não";
"43162851";"B";"Sul";"RS";"Uruguaiana";"Sim";"Sim";"Não";
"43162878";"B";"Sul";"RS";"Uruguaiana";"Sim";"Sim";"Não";
"43163149";"B";"Sul";"RS";"Vacaria";"Sim";"Sim";"Não";
"43163661";"B";"Sul";"RS";"Vacaria";"Sim";"Sim";"Não";
"43163696";"B";"Sul";"RS";"Monte Alegre dos Campos";"Sim";"Sim";"Não";
"43163700";"B";"Sul";"RS";"Campestre da Serra";"Sim";"Sim";"Não";
"43163963";"B";"Sul";"RS";"Monte Alegre dos Campos";"Sim";"Sim";"Não";
"43164048";"B";"Sul";"RS";"Vacaria";"Sim";"Sim";"Não";
"43164110";"B";"Sul";"RS";"Campestre da Serra";"Sim";"Sim";"Não";
"43164129";"B";"Sul";"RS";"Vacaria";"Sim";"Sim";"Não";
"43164480";"B";"Sul";"RS";"Venâncio Aires";"Sim";"Sim";"Não";
"43164544";"B";"Sul";"RS";"Venâncio Aires";"Sim";"Sim";"Não";
"43165249";"B";"Sul";"RS";"Venâncio Aires";"Sim";"Sim";"Não";
"43165729";"B";"Sul";"RS";"Vera Cruz";"Sim";"Sim";"Não";
"43165796";"B";"Sul";"RS";"Vera Cruz";"Sim";"Sim";"Não";
"43165800";"B";"Sul";"RS";"Vera Cruz";"Sim";"Sim";"Não";
"43166490";"B";"Sul";"RS";"Carlos Gomes";"Sim";"Sim";"Não";
"43166695";"B";"Sul";"RS";"Carlos Gomes";"Sim";"Sim";"Não";
"43167012";"B";"Sul";"RS";"Viamão";"Sim";"Sim";"Não";
"43167152";"B";"Sul";"RS";"Viamão";"Sim";"Sim";"Não";
"43167233";"B";"Sul";"RS";"Viamão";"Sim";"Sim";"Não";
"43167250";"B";"Sul";"RS";"Viamão";"Sim";"Sim";"Não";
"43167349";"B";"Sul";"RS";"Viamão";"Sim";"Sim";"Não";
"43167390";"B";"Sul";"RS";"Viamão";"Sim";"Sim";"Não";
"43167748";"B";"Sul";"RS";"Viamão";"Sim";"Sim";"Não";
"43168191";"B";"Sul";"RS";"Vicente Dutra";"Sim";"Sim";"Não";
"43168310";"B";"Sul";"RS";"Victor Graeff";"Sim";"Sim";"Não";
"43168485";"B";"Sul";"RS";"Vila Flores";"Sim";"Sim";"Não";
"43168990";"B";"Sul";"RS";"Vista Alegre do Prata";"Sim";"Sim";"Não";
"43169112";"B";"Sul";"RS";"Vista Gaúcha";"Sim";"Sim";"Não";
"43169856";"B";"Sul";"RS";"Tabaí";"Sim";"Sim";"Não";
"43170382";"B";"Sul";"RS";"Faxinal do Soturno";"Sim";"Sim";"Não";
"43170447";"B";"Sul";"RS";"Erval Grande";"Sim";"Sim";"Não";
"43170471";"B";"Sul";"RS";"Ibarama";"Sim";"Sim";"Não";
"43171834";"B";"Sul";"RS";"Ilópolis";"Sim";"Sim";"Não";
"43172253";"B";"Sul";"RS";"Inhacorá";"Sim";"Sim";"Não";
"43172539";"B";"Sul";"RS";"Entre Rios do Sul";"Sim";"Sim";"Não";
"43173446";"B";"Sul";"RS";"São Sepé";"Sim";"Sim";"Não";
"43173942";"B";"Sul";"RS";"Lajeado do Bugre";"Sim";"Sim";"Não";
"43174086";"B";"Sul";"RS";"São José dos Ausentes";"Sim";"Sim";"Não";
"43174221";"B";"Sul";"RS";"Tio Hugo";"Sim";"Sim";"Não";
"43174299";"B";"Sul";"RS";"Pinhal Grande";"Sim";"Sim";"Não";
"43174442";"B";"Sul";"RS";"Vista Alegre do Prata";"Sim";"Sim";"Não";
"43174728";"B";"Sul";"RS";"Riozinho";"Sim";"Sim";"Não";
"43175082";"B";"Sul";"RS";"Santa Vitória do Palmar";"Sim";"Sim";"Não";
"43175945";"B";"Sul";"RS";"Sertão";"Sim";"Sim";"Não";
"43176712";"B";"Sul";"RS";"Paverama";"Sim";"Sim";"Não";
"43176860";"B";"Sul";"RS";"Canela";"Sim";"Sim";"Não";
"43177085";"B";"Sul";"RS";"Alto Alegre";"Sim";"Sim";"Não";
"43177174";"B";"Sul";"RS";"Santa Maria do Herval";"Sim";"Sim";"Não";
"43177646";"B";"Sul";"RS";"Muçum";"Sim";"Sim";"Não";
"43178804";"B";"Sul";"RS";"Riozinho";"Sim";"Sim";"Não";
"43180329";"B";"Sul";"RS";"Três Coroas";"Sim";"Sim";"Não";
"43180906";"B";"Sul";"RS";"Arroio do Meio";"Sim";"Sim";"Não";
"43180949";"B";"Sul";"RS";"Estrela";"Sim";"Sim";"Não";
"43181104";"B";"Sul";"RS";"Quaraí";"Sim";"Sim";"Não";
"43181783";"B";"Sul";"RS";"Pedras Altas";"Sim";"Sim";"Não";
"43181813";"B";"Sul";"RS";"Pedras Altas";"Sim";"Sim";"Não";
"43182348";"B";"Sul";"RS";"Cerro Branco";"Sim";"Sim";"Não";
"43182364";"B";"Sul";"RS";"Segredo";"Sim";"Sim";"Não";
"43182623";"B";"Sul";"RS";"Dezesseis de Novembro";"Sim";"Sim";"Não";
"43182631";"B";"Sul";"RS";"Ibarama";"Sim";"Sim";"Não";
"43182828";"B";"Sul";"RS";"Pinhal Grande";"Sim";"Sim";"Não";
"43183026";"B";"Sul";"RS";"Mampituba";"Sim";"Sim";"Não";
"43183476";"B";"Sul";"RS";"Relvado";"Sim";"Sim";"Não";
"43183484";"B";"Sul";"RS";"Anta Gorda";"Sim";"Sim";"Não";
"43183670";"B";"Sul";"RS";"Ipê";"Sim";"Sim";"Não";
"43183840";"B";"Sul";"RS";"São Gabriel";"Sim";"Sim";"Não";
"43186173";"B";"Sul";"RS";"Ipê";"Sim";"Sim";"Não";
"43186203";"B";"Sul";"RS";"Paverama";"Sim";"Sim";"Não";
"43186220";"B";"Sul";"RS";"Paverama";"Sim";"Sim";"Não";
"43186530";"B";"Sul";"RS";"Jóia";"Sim";"Sim";"Não";
"43186874";"B";"Sul";"RS";"Itacurubi";"Sim";"Sim";"Não";
"43188494";"B";"Sul";"RS";"Porto Mauá";"Sim";"Sim";"Não";
"43189245";"B";"Sul";"RS";"Vila Flores";"Sim";"Sim";"Não";
"43189318";"B";"Sul";"RS";"Alvorada";"Sim";"Sim";"Não";
"43189741";"B";"Sul";"RS";"Vicente Dutra";"Sim";"Sim";"Não";
"43189890";"B";"Sul";"RS";"São Jorge";"Sim";"Sim";"Não";
"43190944";"B";"Sul";"RS";"Mampituba";"Sim";"Sim";"Não";
"43191037";"B";"Sul";"RS";"São Gabriel";"Sim";"Sim";"Não";
"43192815";"B";"Sul";"RS";"Bom Retiro do Sul";"Sim";"Sim";"Não";
"43193200";"B";"Sul";"RS";"Taquari";"Sim";"Sim";"Não";
"43195245";"B";"Sul";"RS";"Santa Maria";"Sim";"Sim";"Não";
"43195253";"B";"Sul";"RS";"Santa Maria";"Sim";"Sim";"Não";
"43195318";"B";"Sul";"RS";"Santa Maria";"Sim";"Sim";"Não";
"43195423";"B";"Sul";"RS";"São Francisco de Assis";"Sim";"Sim";"Não";
"43195539";"B";"Sul";"RS";"Cruz Alta";"Sim";"Sim";"Não";
"43196039";"B";"Sul";"RS";"Itati";"Sim";"Sim";"Não";
"43196500";"B";"Sul";"RS";"General Câmara";"Sim";"Sim";"Não";
"43196888";"B";"Sul";"RS";"Santo Ângelo";"Sim";"Sim";"Não";
"43197264";"B";"Sul";"RS";"Marcelino Ramos";"Sim";"Sim";"Não";
"43197566";"B";"Sul";"RS";"Guabiju";"Sim";"Sim";"Não";
"43197663";"B";"Sul";"RS";"São Jorge";"Sim";"Sim";"Não";
"43197671";"B";"Sul";"RS";"Serafina Corrêa";"Sim";"Sim";"Não";
"43198813";"B";"Sul";"RS";"Dona Francisca";"Sim";"Sim";"Não";
"43199992";"B";"Sul";"RS";"Porto Lucena";"Sim";"Sim";"Não";
"43200060";"B";"Sul";"RS";"Marques de Souza";"Sim";"Sim";"Não";
"43200230";"B";"Sul";"RS";"Coronel Bicaco";"Sim";"Sim";"Não";
"43200745";"B";"Sul";"RS";"Itacurubi";"Sim";"Sim";"Não";
"43201733";"B";"Sul";"RS";"Eldorado do Sul";"Sim";"Sim";"Não";
"43201946";"B";"Sul";"RS";"Tupandi";"Sim";"Sim";"Não";
"43202390";"B";"Sul";"RS";"Lavras do Sul";"Sim";"Sim";"Não";
"43202780";"B";"Sul";"RS";"Independência";"Sim";"Sim";"Não";
"43203248";"B";"Sul";"RS";"Presidente Lucena";"Sim";"Sim";"Não";
"43203310";"B";"Sul";"RS";"Mormaço";"Sim";"Sim";"Não";
"43203990";"B";"Sul";"RS";"Monte Alegre dos Campos";"Sim";"Sim";"Não";
"43204104";"B";"Sul";"RS";"São Valério do Sul";"Sim";"Sim";"Não";
"43204139";"B";"Sul";"RS";"Inhacorá";"Sim";"Sim";"Não";
"43204449";"B";"Sul";"RS";"Vista Alegre";"Sim";"Sim";"Não";
"43204597";"B";"Sul";"RS";"São João do Polêsine";"Sim";"Sim";"Não";
"43204953";"B";"Sul";"RS";"Mormaço";"Sim";"Sim";"Não";
"43205194";"B";"Sul";"RS";"Pelotas";"Sim";"Sim";"Não";
"43205380";"B";"Sul";"RS";"Lindolfo Collor";"Sim";"Sim";"Não";
"43205747";"B";"Sul";"RS";"São Martinho da Serra";"Sim";"Sim";"Não";
"43205917";"B";"Sul";"RS";"Monte Alegre dos Campos";"Sim";"Sim";"Não";
"43205992";"B";"Sul";"RS";"Itatiba do Sul";"Sim";"Sim";"Não";
"43206077";"B";"Sul";"RS";"Carlos Barbosa";"Sim";"Sim";"Não";
"43206158";"B";"Sul";"RS";"Viamão";"Sim";"Sim";"Não";
"43207081";"B";"Sul";"RS";"Jacuizinho";"Sim";"Sim";"Não";
"43207626";"B";"Sul";"RS";"Viamão";"Sim";"Sim";"Não";
"43209645";"B";"Sul";"RS";"Três Palmeiras";"Sim";"Sim";"Não";
"43209912";"B";"Sul";"RS";"Doutor Ricardo";"Sim";"Sim";"Não";
"43210589";"B";"Sul";"RS";"Vale Verde";"Sim";"Sim";"Não";
"43211712";"B";"Sul";"RS";"Dilermando de Aguiar";"Sim";"Sim";"Não";
"43211755";"B";"Sul";"RS";"Tupanciretã";"Sim";"Sim";"Não";
"43212352";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
